Logged,hostName,clientIp,clientPort,dhost,remarks,src,peerHost,ruleName,shost,dst,dOSName,clientFlag,act,app,serverMAC,deviceDirection
23/09/2023 03:37,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,10.102.82.213,7779,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
22/09/2023 14:44,vultrusercontent.com,10.9.8.7,19239,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
22/09/2023 14:44,vultrusercontent.com,10.9.8.7,19239,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,10.102.82.213,7779,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,10.9.8.7,56639,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,10.9.8.7,56639,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
22/09/2023 14:44,vultrusercontent.com,,,,,,,,,,,,,,,
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,,,,,,,,,,,,,,,
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
22/09/2023 14:44,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
22/09/2023 14:44,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
22/09/2023 14:44,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
22/09/2023 14:44,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
22/09/2023 09:38,northgateps.com,,,45.77.63.86.vultrusercontent.com,"[""Domain: northgateps.com""]","[""152.114.57.24""]",152.114.57.24,Host DNS Mx record query of a non-trusted domain,152.114.57.24,"[""45.77.63.86""]",,dst,"[""not blocked""]",DNS Response,,inbound
22/09/2023 09:38,northgateps.com,,,45.77.63.86.vultrusercontent.com,"[""Domain: northgateps.com""]","[""152.114.57.24""]",152.114.57.24,Host DNS Mx record query of a non-trusted domain,152.114.57.24,"[""45.77.63.86""]",,dst,"[""not blocked""]",DNS Response,,inbound
21/09/2023 12:55,vultrusercontent.com,,,,,,,,,,,,,,,
21/09/2023 12:55,149.28.50.238.vultrusercontent.com,,,,,,,,,,,,,,,
21/09/2023 12:55,mail-relay-asp-2.northgateps.com,,,149.28.50.238.vultrusercontent.com,"[""Domain: mail-relay-asp-2.northgateps.com""]","[""152.114.57.24""]",152.114.57.24,Host DNS Mx record query of a non-trusted domain,152.114.57.24,"[""149.28.50.238""]",,dst,"[""not blocked""]",DNS Response,,inbound
21/09/2023 12:55,mail-relay-asp-2.northgateps.com,,,149.28.50.238.vultrusercontent.com,"[""Domain: mail-relay-asp-2.northgateps.com""]","[""152.114.57.24""]",152.114.57.24,Host DNS Mx record query of a non-trusted domain,152.114.57.24,"[""149.28.50.238""]",,dst,"[""not blocked""]",DNS Response,,inbound
21/09/2023 11:46,vultrusercontent.com,,,,,,,,,,,,,,,
21/09/2023 11:46,217.69.14.169.vultrusercontent.com,,,,,,,,,,,,,,,
21/09/2023 11:46,northgateps.com,,,217.69.14.169.vultrusercontent.com,"[""Domain: northgateps.com""]","[""152.114.57.24""]",152.114.57.24,Host DNS Mx record query of a non-trusted domain,152.114.57.24,"[""217.69.14.169""]",,dst,"[""not blocked""]",DNS Response,,inbound
21/09/2023 11:46,northgateps.com,,,217.69.14.169.vultrusercontent.com,"[""Domain: northgateps.com""]","[""152.114.57.24""]",152.114.57.24,Host DNS Mx record query of a non-trusted domain,152.114.57.24,"[""217.69.14.169""]",,dst,"[""not blocked""]",DNS Response,,inbound
21/09/2023 05:55,vultrusercontent.com,,,,,,,,,,,,,,,
21/09/2023 05:55,8.9.4.198.vultrusercontent.com,,,,,,,,,,,,,,,
21/09/2023 05:55,mail.northgateps.com,,,8.9.4.198.vultrusercontent.com,"[""Domain: mail.northgateps.com""]","[""152.114.57.24""]",152.114.57.24,Host DNS Mx record query of a non-trusted domain,152.114.57.24,"[""8.9.4.198""]",,dst,"[""not blocked""]",DNS Response,,inbound
21/09/2023 05:55,mail.northgateps.com,,,8.9.4.198.vultrusercontent.com,"[""Domain: mail.northgateps.com""]","[""152.114.57.24""]",152.114.57.24,Host DNS Mx record query of a non-trusted domain,152.114.57.24,"[""8.9.4.198""]",,dst,"[""not blocked""]",DNS Response,,inbound
21/09/2023 03:25,vultrusercontent.com,,,,,,,,,,,,,,,
21/09/2023 03:25,104.207.151.13.vultrusercontent.com,,,,,,,,,,,,,,,
21/09/2023 03:25,download.webmin.com,,,192.168.2.81,"[""IP address: 104.207.151.13""]","[""104.207.151.13""]",104.207.151.13.vultrusercontent.com,Lets Encrypt Certificate - HTTPS (Response),104.207.151.13.vultrusercontent.com,"[""192.168.2.81""]",,dst,"[""not blocked""]",TLS,,inbound
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,10.102.82.213,41565,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
20/09/2023 04:52,vultrusercontent.com,10.9.8.7,35264,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
20/09/2023 04:52,vultrusercontent.com,10.9.8.7,35264,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,10.102.82.213,41565,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,10.9.8.7,61013,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,10.9.8.7,61013,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
20/09/2023 04:52,vultrusercontent.com,,,,,,,,,,,,,,,
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,,,,,,,,,,,,,,,
20/09/2023 04:52,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.220.220""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
20/09/2023 04:52,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
20/09/2023 04:52,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.220.220""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
20/09/2023 04:52,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
19/09/2023 09:00,vultrusercontent.com,10.9.8.7,31349,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,10.102.82.213,16918,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
19/09/2023 09:00,vultrusercontent.com,10.9.8.7,31349,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,10.102.82.213,16918,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,10.9.8.7,5523,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,10.9.8.7,5523,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
19/09/2023 09:00,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
19/09/2023 09:00,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
19/09/2023 09:00,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
19/09/2023 09:00,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,10.102.82.213,42938,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,10.102.82.213,42938,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
18/09/2023 15:51,vultrusercontent.com,10.9.8.7,8576,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
18/09/2023 15:51,vultrusercontent.com,10.9.8.7,8576,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,10.9.8.7,43344,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,10.9.8.7,43344,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
18/09/2023 15:51,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
18/09/2023 15:51,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.222.222""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
18/09/2023 15:51,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
18/09/2023 15:51,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,10.102.82.213,19088,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,10.102.82.213,19088,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
17/09/2023 11:00,vultrusercontent.com,10.9.8.7,38886,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
17/09/2023 11:00,vultrusercontent.com,10.9.8.7,38886,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,10.9.8.7,46926,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,10.9.8.7,46926,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
17/09/2023 11:00,vultrusercontent.com,,,,,,,,,,,,,,,
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,,,,,,,,,,,,,,,
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.220.220""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
17/09/2023 11:00,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",10.102.123.24,DNS response resolves to dead IP address,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
17/09/2023 11:00,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.220.220""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,,,uk1-v-dc02.global.internal,"[""IP address: 10.102.82.213"", ""Domain: 45.76.69.64.vultrusercontent.com""]","[""10.102.123.24""]",uk1-v-dc02.global.internal,Host DNS query to a non-trusted DNS server,10.102.123.24,"[""10.102.82.213""]",,dst,"[""not blocked""]",DNS Response,,outbound
17/09/2023 11:00,45.76.69.64.vultrusercontent.com,,,152.114.57.124,"[""Domain: 45.76.69.64.vultrusercontent.com""]","[""208.67.220.220""]",dns.opendns.com,DNS response resolves to dead IP address,dns.opendns.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
17/09/2023 11:00,,,,45.76.69.64.vultrusercontent.com,"[""IP address: 45.76.69.64""]","[""192.168.2.81""]",45.76.69.64.vultrusercontent.com,CVE-2014-0224 - Possible CCS Injection - TLS,192.168.2.81,"[""45.76.69.64""]",,src,"[""not blocked""]",TCP,,outbound
17/09/2023 00:21,149.248.51.128.vultrusercontent.com,10.102.82.213,42562,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
17/09/2023 00:21,149.248.51.128.vultrusercontent.com,10.102.82.213,42562,,,,,,,,,,,DNS,00-50-56-86-4a-f9,
17/09/2023 00:21,vultrusercontent.com,10.9.8.7,16750,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
17/09/2023 00:21,vultrusercontent.com,10.9.8.7,16750,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
17/09/2023 00:21,149.248.51.128.vultrusercontent.com,10.9.8.7,53257,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
17/09/2023 00:21,149.248.51.128.vultrusercontent.com,10.9.8.7,53257,,,,,,,,,,,DNS,b4-0c-25-e0-40-4a,
17/09/2023 00:21,149.248.51.128.vultrusercontent.com,,,,,,,,,,,,,,,
17/09/2023 00:21,vultrusercontent.com,,,152.114.57.124,"[""Domain: vultrusercontent.com""]","[""208.67.222.222""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
17/09/2023 00:21,149.248.51.128.vultrusercontent.com,,,152.114.57.124,"[""Domain: 149.248.51.128.vultrusercontent.com""]","[""208.67.222.222""]",dns.umbrella.com,DNS response resolves to dead IP address,dns.umbrella.com,"[""152.114.57.124""]",,dst,"[""not blocked""]",DNS Response,,inbound
